"IP","Target C2","OpenPorts","Score(Inbound/Outbound)","Country","Scan Time"
"145.131.8.169","c2_mythic","7443","Dangerous/Critical","CA","2024-08-14 23:15:38"
"138.197.79.113","c2_havoc","443","Low/Critical","US","2024-08-11 14:53:31"
"202.125.94.123","c2_metasploit","3790","Moderate/Critical","US","2024-08-05 22:52:21"
"184.66.20.120","c2_meshagent","443","Moderate/Critical","US","2024-08-15 02:01:05"
"3.127.190.89","c2_metasploit","3790","Low/Critical","US","2024-08-06 00:58:20"
"157.55.197.202","c2_meshagent","80","Low/Critical","US","2024-08-15 00:56:01"
"174.138.41.37","c2_mythic","443","Critical/Critical","US","2024-08-14 18:24:59"
"161.35.239.147","c2_havoc","80","Low/Critical","GB","2024-08-10 10:06:21"
"5.230.253.211","c2_covenant","7443","Critical/Critical","US","2024-08-15 00:56:04"
"142.93.74.10","c2_mythic","7443","Low/Critical","US","2024-08-14 23:35:18"
"111.90.170.171","c2_meshagent","443","Moderate/Critical","IN","2024-08-15 01:19:06"
"139.59.161.102","c2_havoc","443","Low/Critical","HK","2024-08-14 02:22:31"
"20.165.46.156","c2_metasploit","3790","Low/Critical","FR","2024-08-05 22:26:36"
"157.245.121.187","c2_meshagent","80","Critical/Critical","US","2024-08-15 00:49:20"
"159.223.224.93","c2_mythic","7443","Low/Critical","US","2024-08-15 01:42:40"
"188.166.252.88","c2_covenant","7443","Critical/Critical","US","2024-07-30 08:19:01"
"80.203.15.24","c2_posh","8443","Safe/Critical","NO","2024-08-04 01:42:23"
"178.128.92.166","c2_mythic","80","Low/Critical","DE","2024-08-15 05:05:31"
"104.248.0.193","c2_havoc","80","Low/Critical","US","2024-08-13 22:15:28"
"81.82.192.196","c2_meshagent","80","Moderate/Critical","GB","2024-08-16 05:36:33"
"217.114.222.12","c2_metasploit","3790","Low/Critical","DE","2024-08-06 00:15:53"
"137.184.209.159","c2_meshagent","443","Critical/Critical","US","2024-08-16 00:58:00"
"93.93.129.174","c2_mythic","443","Safe/Safe","US","2024-08-15 12:26:18"
"20.217.218.54","c2_mythic","80","Critical/Critical","IN","2024-08-15 17:05:03"
"172.232.2.250","c2_meshagent","80","Low/Critical","US","2024-08-16 03:22:14"
"80.106.230.16","c2_meshagent","80","Safe/Critical","DE","2024-08-16 05:43:56"
"193.37.69.169","c2_metasploit","3790","Safe/Critical","RU","2024-08-05 22:11:57"
"209.10.188.204","c2_metasploit","3790","Safe/Critical","JP","2024-08-05 23:50:29"
"161.35.239.100","c2_mythic","443","Critical/Critical","US","2024-08-15 12:47:28"
"171.99.147.172","c2_mythic","7443","Safe/Critical","TH","2024-08-15 03:28:25"
"195.128.100.180","c2_metasploit","3790","Critical/Critical","RO","2024-08-05 22:56:16"
"194.233.90.144","c2_metasploit","3790","Safe/Critical","SG","2024-08-05 22:22:16"
"167.172.53.165","c2_covenant","7443","Low/Critical","US","2024-08-15 00:56:04"
"137.135.212.197","c2_meshagent","443","Low/Critical","IE","2024-08-16 01:36:13"
"45.32.128.142","c2_havoc","443","Moderate/Critical","ID","2024-08-14 17:47:37"
"208.85.17.127","c2_metasploit","3790","Dangerous/Critical","KR","2024-08-05 23:23:35"
"212.47.237.233","c2_mythic","7443","Moderate/Critical","SG","2024-08-15 04:10:25"
"172.104.187.12","c2_havoc","443","Critical/Critical","US","2024-08-11 22:10:43"
"172.245.134.170","c2_meshagent","80","Safe/Critical","US","2024-08-16 03:29:07"
"3.231.141.244","c2_mythic","80","Low/Critical","DE","2024-08-15 07:44:08"
"137.117.66.189","c2_meshagent","443","Low/Critical","DE","2024-08-16 00:24:25"
"192.25.14.77","c2_metasploit","3790","Safe/Critical","NL","2024-08-05 22:11:57"
"172.245.249.215","c2_mythic","7443","Low/Critical","IN","2024-08-15 22:47:52"
"210.2.169.247","c2_havoc","443","Safe/Critical","DE","2024-08-12 18:28:40"
"137.184.45.196","c2_havoc","443","Low/Critical","US","2024-08-15 17:42:09"
"217.182.8.47","c2_metasploit","3790","Safe/Critical","LT","2024-08-06 00:03:08"
"130.250.191.112","c2_mythic","5000","Dangerous/Critical","ES","2024-08-15 16:50:13"
"107.191.57.153","c2_havoc","443","Safe/Critical","HK","2024-08-14 18:19:31"
"137.220.55.245","c2_meshagent","443","Safe/Critical","US","2024-08-16 01:32:59"
"34.217.151.82","c2_mythic","443","Low/Critical","IN","2024-08-15 14:24:05"
"172.105.171.124","c2_meshagent","80","Low/Critical","AU","2024-08-16 03:21:50"
"108.160.128.66","c2_havoc","443","Safe/Critical","AU","2024-08-14 21:49:47"
"137.184.233.44","c2_meshagent","443","Critical/Critical","US","2024-08-16 00:54:33"
"13.200.173.229","c2_mythic","8080","Critical/Critical","US","2024-08-15 11:35:05"
"138.2.154.95","c2_meshagent","443","Critical/Critical","US","2024-08-16 02:16:30"
"185.158.94.217","c2_mythic","80","Critical/Critical","FR","2024-08-15 05:05:24"
"212.87.213.116","c2_mythic","7443","Safe/Critical","GB","2024-08-15 06:05:02"
"81.173.84.197","c2_meshagent","80","Safe/Critical","DE","2024-08-16 05:31:17"
"172.104.139.109","c2_meshagent","80","Critical/Critical","DE","2024-08-16 03:29:08"
"152.42.140.119","c2_metasploit","80","Low/Critical","RU","2024-08-11 07:48:38"
"137.184.179.194","c2_meshagent","443","Critical/Critical","US","2024-08-16 02:42:51"
"193.29.56.122","c2_metasploit","3790","Moderate/Critical","DE","2024-08-05 22:22:19"
"20.185.50.39","c2_mythic","7443","Low/Critical","US","2024-08-15 08:26:59"
"81.7.13.120","c2_meshagent","80","Safe/Critical","GR","2024-08-16 05:25:34"
"20.75.52.151","c2_metasploit","3790","Low/Critical","US","2024-08-05 22:52:21"
"150.136.90.238","c2_covenant","7443","Critical/Critical","DE","2024-07-30 10:49:25"
"209.160.70.58","c2_mythic","80","Safe/Critical","US","2024-08-16 13:55:29"
"138.197.79.113","c2_havoc","443","Low/Critical","US","2024-08-11 01:43:56"
"45.9.139.68","c2_meshagent","80","Safe/Critical","RU","2024-08-17 02:03:28"
"203.248.44.99","c2_metasploit","3790","Moderate/Critical","US","2024-08-05 23:39:04"
"101.200.165.242","c2_meshagent","443","Moderate/Critical","CN","2024-08-17 01:37:46"
"138.197.37.104","c2_havoc","443","Low/Critical","US","2024-08-16 04:15:56"
"2.57.122.72","c2_metasploit","3790","Safe/Critical","US","2024-08-05 22:52:21"
"193.3.19.147","c2_metasploit","3790","Dangerous/Critical","US","2024-08-05 21:54:51"
"103.29.190.28","c2_havoc","443","Safe/Critical","HK","2024-08-16 12:16:43"
"217.160.39.160","c2_metasploit","3790","Critical/Critical","DE","2024-08-06 00:15:53"
"192.169.219.210","c2_metasploit","3790","Critical/Critical","NL","2024-08-05 21:54:47"
"45.84.1.21","c2_meshagent","80","Safe/Critical","NL","2024-08-17 02:40:37"
"209.160.65.185","c2_mythic","80","Safe/Critical","US","2024-08-16 13:58:14"
"209.160.70.127","c2_mythic","80","Safe/Critical","US","2024-08-16 13:55:26"
"195.154.241.13","c2_metasploit","3790","Safe/Critical","FR","2024-08-05 22:26:36"
"137.184.78.220","c2_havoc","443","Low/Critical","HK","2024-08-15 23:11:29"
"192.169.6.122","c2_havoc","443","Safe/Critical","CN","2024-08-17 01:40:34"
"202.112.238.106","c2_metasploit","3790","Safe/Critical","CN","2024-08-05 23:14:58"
"103.152.254.139","c2_havoc","443","Moderate/Critical","US","2024-08-15 12:25:25"
"34.72.12.128","c2_mythic","443","Low/Critical","US","2024-08-16 17:11:48"
"202.154.57.243","c2_metasploit","3790","Safe/Critical","US","2024-08-05 23:00:24"
"45.136.30.244","C2","80","Safe/Critical","US","2024-08-17 02:45:30"
"165.227.177.7","c2_havoc","443","Low/Critical","US","2024-08-15 17:42:09"
"45.145.224.118","c2_meshagent","80","Safe/Critical","PL","2024-08-17 02:02:49"
"45.67.91.251","c2_meshagent","443","Safe/Critical","US","2024-08-17 02:40:41"
"45.88.200.101","c2_mythic","80","Safe/Critical","NL","2024-08-17 03:00:49"
"221.214.111.106","c2_metasploit","443","Critical/Critical","IN","2024-08-16 00:14:00"
"202.125.94.123","c2_metasploit","3790","Moderate/Critical","ID","2024-08-05 23:14:43"
"52.205.241.18","c2_havoc","443","Low/Critical","FR","2024-08-09 00:45:44"
"31.207.45.151","c2_metasploit","3790","Safe/Critical","US","2024-08-06 00:58:20"
"91.92.241.141","c2_havoc","443","Safe/Critical","NL","2024-08-12 19:14:18"
"209.160.64.243","c2_mythic","80","Safe/Critical","US","2024-08-16 13:55:33"
"178.18.254.10","c2_covenant","7443","Safe/Critical","GB","2024-07-30 09:09:24"
"3.127.190.89","c2_metasploit","80","Low/Critical","RU","2024-08-11 07:48:38"
"100.22.5.152","c2_meshagent","443","Critical/Critical","US","2024-08-17 00:56:35"
"20.165.46.156","c2_metasploit","3790","Low/Critical","ID","2024-08-05 23:14:41"
"207.244.239.105","c2_metasploit","3790","Critical/Critical","DE","2024-08-05 23:39:00"
"45.167.33.171","c2_meshagent","80","Safe/Critical","US","2024-08-17 02:09:30"
"20.3.244.24","c2_havoc","443","Low/Critical","RU","2024-08-12 17:26:30"
"209.160.65.54","c2_mythic","80","Safe/Critical","US","2024-08-16 13:58:29"
"103.195.6.58","c2_havoc","80","Safe/Critical","NL","2024-08-16 07:07:25"
"213.109.202.4","c2_metasploit","3790","Safe/Critical","LT","2024-08-06 00:03:08"
"52.166.219.203","c2_havoc","443","Low/Critical","HK","2024-08-14 18:19:31"
"172.233.121.249","c2_havoc","443","Low/Critical","PK","2024-08-12 20:42:33"
"45.82.176.168","c2_meshagent","80","Critical/Critical","CH","2024-08-17 02:50:02"
"45.79.204.57","c2_meshagent","80","Low/Critical","NL","2024-08-17 02:56:45"
"119.28.83.149","c2_havoc","80","Critical/Critical","GB","2024-08-16 10:16:33"
"150.136.79.57","c2_meshagent","443","Low/Critical","US","2024-08-17 03:18:41"
"103.19.87.35","c2_meshagent","80","Safe/Critical","RU","2024-08-17 02:53:20"
"188.166.252.88","c2_covenant","7443","Critical/Critical","SG","2024-08-15 06:18:59"
"80.203.15.24","c2_posh","8443","Safe/Critical","NO","2024-08-04 01:42:23"
"176.126.242.25","c2_mythic","80","Safe/Critical","US","2024-08-17 18:38:48"
"185.38.142.151","c2_havoc","443","Moderate/Critical","US","2024-08-16 00:57:36"
"103.101.204.67","c2_meshagent","80","Moderate/Critical","DE","2024-08-18 02:30:01"
"93.115.20.114","c2_metasploit","448","Safe/Critical","NL","2024-08-15 18:43:26"
"194.164.50.100","c2_meshagent","80","Moderate/Critical","DE","2024-08-17 23:05:07"
"198.154.191.134","c2_meshagent","80","Safe/Critical","GB","2024-08-18 00:11:20"
"192.210.226.110","c2_metasploit","8080","Safe/Critical","US","2024-08-15 16:08:34"
"192.99.229.128","c2_mythic","443","Safe/Critical","US","2024-08-17 22:58:32"
"195.254.133.34","c2_meshagent","80","Safe/Critical","RU","2024-08-17 23:42:00"
"129.146.250.95","c2_meshagent","80","Critical/Critical","DE","2024-08-17 22:57:17"
"202.61.246.104","C2","8888","Safe/Critical","HK","2024-08-18 02:21:45"
"45.32.128.142","c2_havoc","8989","Moderate/Critical","RU","2024-08-16 23:43:34"
"202.182.106.31","c2_meshagent","80","Safe/Critical","AR","2024-08-18 01:53:07"
"188.166.180.187","c2_mythic","443","Low/Critical","US","2024-08-17 22:54:53"
"103.6.238.33","c2_metasploit","3790","Safe/Critical","MA","2024-08-18 01:39:26"
"161.35.239.100","c2_mythic","443","Critical/Critical","US","2024-08-17 20:45:56"
"200.234.237.159","c2_meshagent","80","Critical/Critical","US","2024-08-18 00:39:17"
"51.158.116.48","c2_mythic","80","Moderate/Critical","FR","2024-08-17 05:50:47"
"210.255.57.172","c2_metasploit","3790","Critical/Critical","LT","2024-08-06 00:03:08"
"103.53.171.25","C2","8888","Critical/Critical","HK","2024-08-18 02:15:29"
"141.98.233.72","c2_havoc","80","Safe/Critical","NL","2024-08-16 05:20:35"
"194.9.183.151","c2_meshagent","80","Safe/Critical","DE","2024-08-17 23:21:04"
"206.189.233.127","c2_meshagent","80","Low/Critical","US","2024-08-18 03:35:39"
"154.216.20.40","c2_havoc","443","Safe/Critical","US","2024-08-17 22:34:03"
"51.255.45.74","c2_havoc","443","Moderate/Critical","SC","2024-08-11 12:48:46"
"174.138.41.37","c2_mythic","80","Critical/Critical","DE","2024-08-17 20:39:22"
"51.15.227.242","c2_mythic","80","Moderate/Critical","CA","2024-08-17 04:55:06"
"192.81.135.7","c2_mythic","443","Low/Critical","US","2024-08-17 23:05:46"
"101.133.224.149","C2","8888","Critical/Critical","JP","2024-08-18 02:17:06"
"129.219.52.109","c2_meshagent","80","Safe/Critical","DE","2024-08-17 23:24:27"
"210.2.169.205","c2_havoc","443","Safe/Critical","KR","2024-08-15 01:28:47"
"194.163.191.228","c2_meshagent","443","Safe/Critical","DE","2024-08-17 23:10:49"
"200.58.103.208","c2_mythic","80","Moderate/Critical","FR","2024-08-17 22:43:24"
"172.245.249.215","c2_mythic","80","Low/Critical","FR","2024-08-17 13:16:12"
"210.2.169.247","c2_havoc","80","Safe/Critical","GB","2024-08-16 10:16:33"
"54.175.31.82","c2_mythic","80","Low/Critical","US","2024-08-17 12:29:13"
"152.42.140.119","c2_metasploit","3790","Low/Critical","CN","2024-08-06 00:22:44"
"198.145.30.44","c2_meshagent","80","Safe/Critical","US","2024-08-18 00:35:52"
"107.172.32.126","c2_metasploit","3790","Safe/Critical","HK","2024-08-18 03:02:08"
"103.232.213.19","c2_meshagent","80","Dangerous/Critical","JP","2024-08-18 02:03:52"
"193.149.189.27","c2_havoc","443","Safe/Critical","CN","2024-08-17 01:40:34"
"213.252.247.88","c2_metasploit","3790","Moderate/Critical","DE","2024-08-06 00:15:53"
"104.131.99.53","c2_mythic","443","Critical/Critical","US","2024-08-17 08:38:02"
"198.199.119.163","c2_meshagent","80","Low/Critical","NO","2024-08-17 23:37:40"
"77.50.224.79","c2_mythic","80","Critical/Critical","US","2024-08-17 12:35:28"
"217.114.222.10","c2_metasploit","3790","Low/Critical","DE","2024-08-06 00:15:53"
"91.206.14.228","c2_havoc","443","Critical/Critical","BE","2024-08-16 11:31:16"
"107.172.0.206","C2","8888","Moderate/Critical","CN","2024-08-18 02:43:38"
"167.172.53.165","c2_covenant","7443","Low/Critical","US","2024-07-30 08:19:01"
"193.22.152.104","c2_posh","8443","Moderate/Critical","US","2024-08-18 23:07:01"
"13.48.147.99","c2_mythic","80","Critical/Critical","US","2024-08-19 00:30:21"
"137.184.78.220","c2_havoc","443","Low/Critical","NL","2024-08-18 19:53:21"
"150.136.40.253","c2_meshagent","443","Critical/Critical","AU","2024-08-19 03:56:22"
"82.147.88.8","c2_metasploit","3790","Safe/Critical","GB","2024-08-19 01:37:04"
"149.56.46.107","c2_meshagent","443","Safe/Critical","US","2024-08-19 02:24:34"
"13.39.33.136","c2_meshagent","81","Low/Critical","CA","2024-08-19 04:23:24"
"13.82.82.36","c2_meshagent","80","Low/Critical","NL","2024-08-19 03:44:36"
"13.237.152.114","c2_meshagent","443","Low/Critical","AU","2024-08-19 04:18:29"
"80.66.76.196","c2_meshagent","80","Critical/Critical","NL","2024-08-19 04:51:26"
"213.183.56.138","c2_metasploit","3790","Safe/Critical","ES","2024-08-18 16:27:58"
"47.236.171.98","c2_mythic","443","Safe/Critical","FR","2024-08-18 22:46:33"
"150.136.25.249","c2_mythic","443","Low/Critical","US","2024-08-18 08:44:13"
"81.201.53.38","c2_meshagent","443","Moderate/Critical","SE","2024-08-19 05:42:19"
"159.89.233.174","c2_mythic","443","Critical/Critical","FR","2024-08-18 15:50:28"
"5.196.213.99","c2_metasploit","3790","Critical/Critical","CH","2024-08-18 21:36:33"
"192.30.35.20","c2_meshagent","443","Safe/Critical","CA","2024-08-19 02:35:19"
"5.196.213.96","c2_metasploit","3790","Critical/Critical","FR","2024-08-18 22:47:49"
"165.227.250.1","c2_mythic","443","Critical/Critical","US","2024-08-18 21:01:53"
"91.92.241.141","c2_havoc","443","Safe/Critical","JP","2024-08-14 23:47:18"
"139.144.31.218","c2_mythic","80","Critical/Critical","US","2024-08-18 18:08:36"
"172.233.121.249","c2_havoc","443","Low/Critical","TH","2024-08-18 07:26:30"
"5.196.213.205","c2_metasploit","3790","Critical/Critical","FR","2024-08-18 22:48:18"
"142.165.180.169","c2_meshagent","80","Moderate/Critical","IT","2024-08-19 04:34:39"
"80.32.117.140","c2_meshagent","443","Critical/Critical","SG","2024-08-19 05:07:25"
"103.152.254.139","c2_havoc","80","Moderate/Critical","BG","2024-08-18 04:17:12"
"159.65.114.122","c2_havoc","443","Low/Critical","KR","2024-08-18 13:09:29"
"178.18.254.10","c2_covenant","7443","Safe/Critical","GB","2024-07-30 09:15:05"
"80.130.95.194","c2_meshagent","80","Safe/Critical","DE","2024-08-19 05:17:18"
"159.223.0.103","c2_havoc","443","Low/Critical","US","2024-08-18 16:51:04"
"103.195.6.58","c2_havoc","443","Safe/Critical","ES","2024-08-18 02:40:40"
"46.19.139.178","c2_metasploit","3790","Safe/Critical","DE","2024-08-18 21:36:33"
"50.75.188.194","c2_mythic","80","Safe/Critical","SE","2024-08-19 04:17:59"
"13.70.195.118","c2_meshagent","80","Low/Critical","IE","2024-08-19 04:02:47"
"157.173.198.220","c2_covenant","7443","Safe/Critical","GB","2024-07-30 09:09:24"
"5.196.213.111","c2_metasploit","3790","Critical/Critical","FR","2024-08-18 22:49:03"
"80.211.201.252","c2_meshagent","81","Safe/Critical","FR","2024-08-19 04:47:41"
"46.101.116.68","c2_metasploit","3790","Critical/Critical","RS","2024-08-18 21:36:35"
"137.184.45.196","c2_havoc","80","Low/Critical","SE","2024-08-19 04:55:18"
"185.236.78.56","c2_havoc","443","Safe/Critical","US","2024-08-19 02:24:33"
"150.136.79.57","c2_meshagent","80","Low/Critical","US","2024-08-19 03:57:01"
"172.104.187.12","c2_havoc","80","Critical/Critical","US","2024-08-18 11:40:26"
"5.196.213.110","c2_metasploit","3790","Critical/Critical","NL","2024-08-18 17:36:24"
"5.44.240.151","c2_metasploit","3790","Safe/Critical","FR","2024-08-18 22:48:48"
"3.88.102.160","c2_havoc","8443","Low/Critical","HK","2024-08-18 12:32:45"
"52.201.104.124","c2_mythic","80","Low/Safe","CA","2024-08-19 00:50:54"
"143.198.40.134","c2_mythic","80","Low/Critical","DE","2024-08-18 23:59:44"
"104.248.172.20","c2_mythic","443","Critical/Critical","US","2024-08-18 10:54:51"
"13.201.45.57","c2_meshagent","80","Low/Critical","US","2024-08-19 03:38:51"
"5.230.253.211","c2_covenant","7443","Critical/Critical","FR","2024-07-30 13:44:52"
"167.99.78.69","c2_posh","8443","Critical/Critical","NO","2024-08-04 01:42:23"
"174.138.41.37","c2_mythic","80","Critical/Critical","US","2024-08-19 09:22:08"
"63.250.56.42","c2_havoc","443","Safe/Critical","CN","2024-08-19 20:31:33"
"65.108.88.18","c2_meshagent","80","Dangerous/Critical","IN","2024-08-20 03:39:22"
"85.214.111.149","c2_metasploit","3790","Safe/Safe","HU","2024-08-19 02:17:42"
"63.135.183.186","c2_meshagent","443","Safe/Critical","IN","2024-08-20 01:32:32"
"137.74.224.17","c2_meshagent","443","Moderate/Critical","US","2024-08-20 03:22:17"
"107.161.22.118","c2_mythic","80","Critical/Critical","IN","2024-08-20 03:28:38"
"173.225.103.212","c2_mythic","80","Moderate/Critical","DE","2024-08-19 10:27:36"
"141.98.233.72","c2_havoc","443","Safe/Critical","SG","2024-08-19 05:06:27"
"62.138.184.20","c2_metasploit","3790","Safe/Critical","FR","2024-08-18 23:12:24"
"65.2.170.133","c2_meshagent","80","Low/Critical","US","2024-08-20 03:53:05"
"64.225.0.19","c2_meshagent","80","Low/Critical","US","2024-08-20 02:11:15"
"54.36.209.198","c2_meshagent","443","Low/Critical","VN","2024-08-20 01:22:46"
"89.169.55.34","c2_metasploit","3790","Dangerous/Critical","DE","2024-08-19 02:30:46"
"8.137.116.175","c2_metasploit","3790","Critical/Critical","CN","2024-08-19 01:22:25"
"54.214.66.202","c2_mythic","80","Low/Critical","US","2024-08-19 06:53:29"
"91.223.82.25","c2_metasploit","443","Critical/Critical","IN","2024-08-19 15:32:31"
